OBJECTID,BP_NO,STATUS,ADDRESS,UNIT_NO,DESCRIPTION,SCOPE,FILE_TYPE,BLDG_TYPE,APP_DETAIL,APPL_AREA,STOREYS,EST_CON_VALUE,RES_UNITS,DEMO,POSTAL_CODE,BLDG_NO,WARD,ZAREA,LATITUDE,LONGITUDE,APPLICATION_DATE,ISSUE_DATE,COMPLETE_DATE,latitude,longitude
9388,BP 3ALT 20-1880,COMPLETED -ALL INSP SIGNED OFF,4205 WOODINGTON DR,,INTERIOR ALTERATIONS - INSTALLATION OF STAGE LIFT ON THE FIRST FLOOR - ST. PETER & PAUL,ALTERATION TO EXISTING BLDG,PUBLIC,SCHOOL - ELEMENTARY,,,,36000,,N,L4Z 1K2,,4,28,43.60261692,-79.63472696,1591056000000,2020-06-23,1647820800000,43.60261691976022,-79.63472695940096
9416,FIRE 20-2022,COMPLETED -ALL INSP SIGNED OFF,3100 KIRWIN AVE,,REVISION - ADDITIONAL FIRE ALARM DEVICES FOR ELEVATOR RECALL,OTHER,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,36000,,N,L5A 3S6,,7,21,43.58430378,-79.6162786,1591920000000,2020-06-24,1598400000000,43.58430377806979,-79.61627860303943
9435,BP 3ALT 20-1744,COMPLETED -ALL INSP SIGNED OFF,4235 GOLDEN ORCHARD DR,,NEW ELEVATOR - ST. BASIL ELEMENTARY SCHOOL,ALTERATION TO EXISTING BLDG,PUBLIC,SCHOOL - ELEMENTARY,,,,34000,,N,L4W 3G1,,3,27,43.62370507,-79.61268476,1589846400000,2020-06-26,1611100800000,43.62370506993378,-79.61268475556402
9438,BP 3ALT 20-1763,COMPLETED -ALL INSP SIGNED OFF,1450 LEWISHAM DR,,NEW STAGE LIFT -  ST. LOUIS ELEMENTARY SCHOOL,ALTERATION TO EXISTING BLDG,PUBLIC,SCHOOL - ELEMENTARY,,,,34000,,N,L5J 3R3,,2,11,43.51564394,-79.646167,1589932800000,2020-06-26,1609718400000,43.5156439443417,-79.64616700338637
9448,BP 3NEW 18-3330,ISSUED PERMIT,4250 SHERWOODTOWNE BLVD,,FRONT ENTRANCE MODIFICATIONS - NEW BARRIER FREE OUTDOOR RAMP & BARRIER FREE ELEVATOR - NEW LIFE FERTILITY CENTRE,ALTERATION TO EXISTING BLDG,COMMERCIAL,COMMERCIAL - OTHER,,,,165000,,N,L4Z 2G6,A,4,28,43.6002238,-79.64030821,1536710400000,2020-06-26,,43.60022379706267,-79.64030821398224
9571,BP 3ALT 20-2273,ISSUED PERMIT,100 QUEENSWAY  W,,INSTALL GUARDS / BARRIER ON THE TOP FLOOR - REMOVE EXISTING HANDRAILS ON THE GROUND FLOOR,ALTERATION TO EXISTING BLDG,PUBLIC,PUBLIC/INSTIT (EXCEPT SCHOOLS),,,,254000,,N,L5B 1B8,,7,15,43.57147885,-79.60788718,1593734400000,2020-07-13,,43.5714788514522,-79.6078871835314
9607,BP 3ALT 20-1879,COMPLETED -ALL INSP SIGNED OFF,1195 CLARKSON RD N,,INTERIOR ALTERATIONS -  INSTALLATION OF ELEVATOR AND STAGE LIFT ON THE FIRST FLOOR -  ST CHRISTOPHER ELEMENTARY SCHOOL,ALTERATION TO EXISTING BLDG,PUBLIC,SCHOOL - ELEMENTARY,,,,36000,,N,L5J 2W1,,2,10,43.52212653,-79.62506542,1591056000000,2020-07-16,1647475200000,43.52212653410353,-79.62506542019669
9629,FIRE 20-571,COMPLETED -ALL INSP SIGNED OFF,4141 LIVING ARTS DR,,RELOCATING FIRE ALARM RECALL PANEL DUE TO MODERNIZATION OF ELEVATOR,ALTERATION TO EXISTING BLDG,PUBLIC,CITY,,,,73000,,N,L5B 4B8,,4,29,43.58979033,-79.64587171,1581984000000,2020-07-17,1605139200000,43.58979033152572,-79.64587170825189
9633,BP 3ALT 20-2272,COMPLETED -ALL INSP SIGNED OFF,2200 EGLINTON AVE W,,INSTALL GUARDS / BARRIER ON THE TOP FLOOR - REMOVE EXISTING HANDRAILS ON THE GROUND FLOOR,ALTERATION TO EXISTING BLDG,PUBLIC,PUBLIC/INSTIT (EXCEPT SCHOOLS),,,,254000,,N,L5M 2N1,,8,31,43.5590133,-79.70319941,1593734400000,2020-07-20,1669161600000,43.55901329932373,-79.7031994089758
9655,BP 3ALT 20-2341,COMPLETED -ALL INSP SIGNED OFF,2200 EGLINTON AVE W,PKG GARAGE2,INSTALL GUARDS / BARRIER ON THE TOP FLOOR & REMOVE EXISTING HANDRAILS ON THE GROUND FLOOR - PARKING GARAGE 2,ALTERATION TO EXISTING BLDG,PUBLIC,PUBLIC/INSTIT (EXCEPT SCHOOLS),,,,254000,,N,L5M 2N1,,8,31,43.5590133,-79.70319941,1594339200000,2020-07-22,1669161600000,43.55901329932373,-79.7031994089758
9755,BP 3NEW 20-1878,COMPLETED -ALL INSP SIGNED OFF,3341 HAVENWOOD DR,,ADDITION TO ACCOMMODATE NEW ELEVATOR  -  INSTALLATION OF STAGE LIFT ON THE FIRST FLOOR - ST ALFRED E.S.,ADDITION AND ALTERATION,PUBLIC,SCHOOL - ELEMENTARY,,11.3,,72000,,N,L4X 2M2,,3,19,43.61873872,-79.58915651,1591056000000,2020-07-31,1647907200000,43.61873871951954,-79.58915650884614
9779,BP 3ALT 20-588,COMPLETED -ALL INSP SIGNED OFF,3205 UNITY DR,,INTERIOR ALTS TO VESTIBULE ON MAIN FLOOR & OBSERVATION PARTITION ON THE 2ND FLOOR   REMOVE & RE-INSTALL ELEVATOR LIFT - ERIN MILLS TWIN ARENA,ALTERATION TO EXISTING BLDG,PUBLIC,CITY,,,,34000,,N,L5L 4L5,,8,58,43.53681892,-79.71287282,1582070400000,2020-08-05,1654214400000,43.536818922125235,-79.71287282143253
9806,BP 3NEW 20-1877,COMPLETED -ALL INSP SIGNED OFF,486 PAISLEY BLVD W,,ADDITION TO ACCOMMODATE NEW ELEVATOR  INSTALLATION OF STAGE LIFT ON THE FIRST FLOOR - MARY FIX C.S.,ADDITION AND ALTERATION,PUBLIC,SCHOOL - ELEMENTARY,,9.1,,72000,,N,L5B 2M4,,7,15,43.56726838,-79.62393577,1591056000000,2020-08-10,1638835200000,43.56726838021112,-79.62393577121559
9892,BP 3ALT 20-2418,COMPLETED -ALL INSP SIGNED OFF,3270 TOMKEN RD,,INSTALLATION OF AN ELEVATOR AND A STAGE LIFT WITH STAIR - DUFFERIN-PEEL RCSS BOARD,ALTERATION TO EXISTING BLDG,PUBLIC,SCHOOL - ELEMENTARY,,,,36000,,N,L4Y 2Y7,,3,20,43.60510596,-79.60220198,1594857600000,2020-08-18,1652400000000,43.60510595711681,-79.60220197728745
9917,MECH 20-2295 PLU,ISSUED PERMIT,6180 ORDAN DR,,INSTALLATION OF A FLOOR DRAIN  - LIFT NORTH AMERICAN,ALTERATION TO EXISTING BLDG,INDUSTRIAL,SINGLE TENANT INDUSTRIAL,PLUMBING ONLY,,,30000,,N,L5T 2B3,,5,42w,43.65702914,-79.65468553,1594080000000,2020-08-21,,43.65702914278379,-79.65468553233504
10069,BP 3ALT 20-1772,COMPLETED -ALL INSP SIGNED OFF,6810 PROFESSIONAL CRT,,INTERIOR ALTERATIONS (NEW ELEVATOR) MOUNT ZION CHURCH,ALTERATION TO EXISTING BLDG,PUBLIC,CHURCH,,,,34000,,N,L4V 1X6,,5,40w,43.70687756,-79.63076251,1590019200000,2020-09-04,1693353600000,43.706877556360844,-79.6307625135089
10106,FIRE 19-8182,COMPLETED -ALL INSP SIGNED OFF,55 GLENN HAWTHORNE BLVD,,INSTALLATION OF SMOKE DETECTORS IN ELEVATOR LOBBY & ALTERATIONS TO ELEVATOR RECALL SYSTEM,OTHER,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,42000,,N,L5R 3S6,,5,37e,43.61142716,-79.66189166,1568592000000,2020-09-09,1645747200000,43.611427159721835,-79.66189165932498
10375,BP 3NEW 20-2730,COMPLETED -ALL INSP SIGNED OFF,2770 AQUITAINE AVE,,CONSTRUCT ENCLOSURE OVER EXISTING GARAGE RAMP,ADDITION TO EXISTING BLDG,RESIDENTIAL,APARTMENT (> 6 UNITS),,237.3,,200000,,N,L5N 3K5,,9,46w,43.58639148,-79.75745623,1597622400000,2020-10-06,1635897600000,43.58639147674341,-79.75745623088766
10442,BP 3NEW 20-2615,COMPLETED -ALL INSP SIGNED OFF,3135 ARGENTIA RD,G1,INT ALTS- RELOCATE WINNERS & HOME SENSE STORE FROM UNIT G6 TO UNIT G1  EXTERIOR ALTS-NEW FRONT BARRIER FREE RAMP  DOUBLE DOOR & REAR RAMP,ALTERATION TO EXISTING BLDG,COMMERCIAL,COMMERCIAL RETAIL - MULTI-USER,,,,3030000,,N,L5N 8E1,G,9,55,43.59643812,-79.78919724,1596672000000,2020-10-14,1618358400000,43.596438117919135,-79.78919723893934
10499,BP 9ALT 20-2918,COMPLETED -ALL INSP SIGNED OFF,3208 DOVETAIL MEWS,,NEW FRONT PORCH (WITH LIFT)  INTERIOR ALTERATIONS & NEW WINDOWS,ALTERATION TO EXISTING BLDG,RESIDENTIAL,DETACHED DWELLING,,,,51000,,N,L5L 5K3,,8,59,43.52132004,-79.69160167,1598832000000,2020-10-20,1629676800000,43.52132003576824,-79.69160166903626
10557,BP 3ALT 20-2404,COMPLETED -ALL INSP SIGNED OFF,1775 BRISTOL RD W,,INSTALLATION OF ELEVATOR IN THE EXISTING ELEVATOR SHAFT - ELEVATOR ROOM ON THE LOWER LEVEL - ST IIIJA MACEDONIAN CHURCH,ALTERATION TO EXISTING BLDG,PUBLIC,CHURCH,,,,36000,,N,L5M 2Y5,,6,38w,43.58314979,-79.70705828,1594771200000,2020-10-26,1654560000000,43.58314978831596,-79.70705827853742
10603,BP 3ALT 20-2397,ISSUED PERMIT,1801 COURTNEYPARK DR E,,INSTALLATION OF LIFT EQUIPMENT & RELATED SPRINKLER SYSTEM - PRATT & WHITNEY CANADA,ALTERATION TO EXISTING BLDG,INDUSTRIAL,SINGLE TENANT INDUSTRIAL,,,,36000,,N,L5T 1J3,,5,42e,43.67008172,-79.65217514,1594771200000,2020-10-28,,43.67008172478144,-79.65217514420486
10824,BP 9ALT 20-3527,COMPLETED -ALL INSP SIGNED OFF,3961 PARKGATE DR,,Interior Alterations - Renovate washrooms on ground and 2nd floor  remove load bearing wall on ground floor and replace with LVL beam & install new elevator,ALTERATION TO EXISTING BLDG,RESIDENTIAL,DETACHED DWELLING,,,,61000,,N,L5N 7B7,,10,56,43.55728379,-79.76165597,1603065600000,2020-11-16,1628812800000,43.55728379140925,-79.76165596653026
10921,BP 9ALT 20-3845,COMPLETED -ALL INSP SIGNED OFF,6404 TENTH LINE WEST,,ELEVATOR INSTALLATION,ALTERATION TO EXISTING BLDG,RESIDENTIAL,DETACHED DWELLING,,,,21000,,N,L5N 5T4,,10,56,43.57031448,-79.7585484,1604534400000,2020-11-25,1610496000000,43.57031448192778,-79.75854840351752
11075,BP 3NEW 20-3909,COMPLETED -ALL INSP SIGNED OFF,700 DUNDAS ST E,3,INSTALLATION OF LOADING RAMP,OTHER,COMMERCIAL,COMMERCIAL - OTHER,,,,36000,,N,L4Y 3Y5,,1,13,43.59458466,-79.59891281,1604966400000,2020-12-09,1736553600000,43.59458466497955,-79.59891281110869
11121,FIRE 20-4020,COMPLETED -ALL INSP SIGNED OFF,5500 EXPLORER DR,,FIRE ALARM SYSTEM FOR ELEVATOR MODERNIZATION,OTHER,COMMERCIAL,COMMERCIAL OFFICE - MULTI-USER,,,,36000,,N,L4W 5C7,,5,34w,43.65964513,-79.60945781,1605657600000,2020-12-14,1643587200000,43.65964513380726,-79.60945780705528
11218,BP 9ALT 20-4257,COMPLETED -ALL INSP SIGNED OFF,1438 HAIG BLVD,,REVISION TO PERMIT 19-9525  -  BELOW GRADE CAR LIFT   GARDEN SHED IN REAR YARD   COVERED PATIO & INTERIOR MODIFICATIONS,REVISIONS,RESIDENTIAL,DETACHED DWELLING,,,,73000,,N,L5E 2N1,,1,06,43.58796804,-79.56783619,1607040000000,2020-12-23,1687392000000,43.58796803904551,-79.56783618678323
11264,BP 9ALT 20-2749,COMPLETED -ALL INSP SIGNED OFF,692 MONTBECK CRES,,NEW INTERIOR ELEVATOR,ALTERATION TO EXISTING BLDG,RESIDENTIAL,DETACHED DWELLING,,,,35000,,N,L5G 1P3,,1,01,43.56843463,-79.5627689,1597795200000,2021-01-05,1610668800000,43.56843463012505,-79.56276890162508
11267,BP 9ALT 20-4533,COMPLETED -ALL INSP SIGNED OFF,6406 TENTH LINE WEST,,REVISION TO PERMIT 20-3845 - STRUCTURAL CHANGES TO ELEVATOR,REVISIONS,RESIDENTIAL,DETACHED DWELLING,,,,21000,,N,L5N 5T4,,10,56,43.57018116,-79.75878616,1608595200000,2021-01-05,1610496000000,43.570181156169234,-79.75878615938815
11337,BP 3ALT 21-4607,COMPLETED -ALL INSP SIGNED OFF,2247 HURONTARIO ST,,PARKING GARAGE RAMP REPAIR & WATERPROOFING - LOCALIZED GARAGE CONCRETE REPAIR,ALTERATION TO EXISTING BLDG,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,38000,,N,L5A 2G2,,7,14,43.57442379,-79.60609418,1609977600000,2021-01-12,1631491200000,43.57442378881242,-79.60609417988326
11958,BP 3ALT 20-2335,COMPLETED -ALL INSP SIGNED OFF,4161 SLADEVIEW CRES,7 & 8,INTERIOR ALTERATIONS - TENANT EXPANSION INTO UNIT 7 - HELP MOBILITY,ALTERATION TO EXISTING BLDG,INDUSTRIAL,MULTI-TENANT INDUSTRIAL,,,,42000,,N,L5L 5R3,A,8,58,43.53082884,-79.71796768,1594339200000,2021-03-18,1648598400000,43.53082883778967,-79.71796767619291
12011,BP 3ALT 21-5441,ISSUED PERMIT,975 CENTRAL PKY W,,REPLACEMENT OF (8) IN-GROUND MOTOR VEHICLE LIFTS - MISSISSAUGA TRANSIT,ALTERATION TO EXISTING BLDG,PUBLIC,CITY,,,,420000,,N,L5C 3B1,,6,23,43.56900457,-79.65600945,1615161600000,2021-03-23,,43.569004567003496,-79.65600945305303
12012,BP 3ALT 21-5442,COMPLETED -ALL INSP SIGNED OFF,6780 PROFESSIONAL CRT,,REPLACEMENT OF (7) IN-GROUND MOTOR VEHICLE LIFTS - MISSISSAUGA TRANSIT MALTON TERMINAL,ALTERATION TO EXISTING BLDG,PUBLIC,CITY,,,,368000,,N,L4V 1X6,,5,40w,43.7058575,-79.63048988,1615161600000,2021-03-23,1681257600000,43.705857500595044,-79.63048987885398
12150,BP 3ALT 21-5675,COMPLETED -ALL INSP SIGNED OFF,55 CITY CENTRE DR,,REVISION TO BARRIER FREE WASHROOM LAYOUT ON GROUND FLOOR,REVISIONS,COMMERCIAL,COMMERCIAL OFFICE - MULTI-USER,,,,36000,,N,L5B 1M3,,4,29,43.59372051,-79.63732581,1616457600000,2021-04-08,1651622400000,43.593720506459654,-79.6373258147962
12304,SGNBLD 20-4536,COMPLETED -ALL INSP SIGNED OFF,1025 STACEY CRT,,(1) FASCIA SIGN FOR MARCH ELEVATOR LIMITED,FASCIA SIGN,INDUSTRIAL,INDUSTRIAL - OTHER,,,,10000,,N,L4W 2X7,,5,35w,43.63289011,-79.63918122,1608595200000,2021-04-19,1626912000000,43.63289010722247,-79.63918122442176
12362,BP 3NEW 21-5272,COMPLETED -ALL INSP SIGNED OFF,6305 KATESON DR,,NEW ATTACHED CANOPY AT NORTH ELEVATION  STAND ALONE CANOPY FOR OPEN AIR GARAGE  (3) NEW EXTERIOR DOORS WITH RAMP & (5)  ROOFTOP UNITS,ALTERATION TO EXISTING BLDG,INDUSTRIAL,SINGLE TENANT INDUSTRIAL,,,,2571000,,N,L5W 0H8,,5,44e,43.63134037,-79.68890028,1614124800000,2021-04-23,1642464000000,43.63134036564517,-79.68890028263255
12549,BP 9ALT 21-5584,COMPLETED -ALL INSP SIGNED OFF,1384 HOLLYROOD AVE,,INSTALLATION OF A WHELLCHAIR PLATFORM LIFT,ALTERATION TO EXISTING BLDG,RESIDENTIAL,DETACHED DWELLING,,,,22000,,N,L5G 3J4,,1,07,43.56320457,-79.5914127,1615939200000,2021-05-11,1626998400000,43.56320456588775,-79.59141270085884
12976,FIRE 21-6926,ISSUED PERMIT,2200 SHEROBEE RD,,MODIFICATIONS TO FIRE ALARM SYSTEM - ADDITIONAL SMOKE DETECTORS HAVE BEEN INSTALLED WITHIN EACH ELEVATOR LOBBY INCLUDING BELOW GRADE,OTHER,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,36000,,N,L5A 3Y3,,7,14,43.57229385,-79.6038623,1623024000000,2021-06-15,,43.57229385331917,-79.60386229639246
12984,BP 9ALT 21-6829,COMPLETED -ALL INSP SIGNED OFF,1491 WATERSEDGE RD,,REVISIONS TO PERMIT #21-4567- ELEVATOR  NEW WINDOWS & SKYLIGHTS,REVISIONS,RESIDENTIAL,DETACHED DWELLING,,,,44000,,N,L5J 1A5,,2,03,43.51215249,-79.6027491,1622505600000,2021-06-15,1674518400000,43.51215249366813,-79.60274909880314
13085,BP 3ALT 21-6668,COMPLETED -ALL INSP SIGNED OFF,1550 GREEN GLADE,,INTERIOR ALTERATIONS - INSTALL A NEW ELEVATOR AND VESTBULE  NEW BARRIER FREE WASHROOM - GREEN GLAD SENIOR PUBLIC SCHOOL.,ALTERATION TO EXISTING BLDG,PUBLIC,SCHOOL - ELEMENTARY,,,,117000,,N,L5J 1B5,,2,03,43.51533195,-79.60960982,1621555200000,2021-06-24,1704672000000,43.51533194856448,-79.6096098171762
13129,BP 3ALT 21-6783,COMPLETED -ALL INSP SIGNED OFF,4141 LIVING ARTS DR,,NSTALL AUTOMATIC DOORS & UPGRADE HEATING SYSTEM AT THE ENTRANCE VESTIBULES - LIVING ARTS CENTRE,ALTERATION TO EXISTING BLDG,PUBLIC,CITY,,,,89000,,N,L5B 4B8,,4,29,43.58979033,-79.64587171,1622160000000,2021-06-28,1726099200000,43.58979033152572,-79.64587170825189
13206,BP 3NEW 21-6595,COMPLETED -ALL INSP SIGNED OFF,3425 MORNING STAR DR,,CONSTRUCTION OF AN EXTERIOR ACCESSIBLE RAMP,OTHER,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,36000,,N,L4T 1Y1,,5,48w,43.72103678,-79.6430339,1621296000000,2021-07-06,1652400000000,43.72103678246409,-79.64303390043486
13351,BP 9ALT 21-6626,ISSUED PERMIT,145 ST. LAWRENCE DR,,PROPOSED ELEVATOR IN EXISTING DWELLING & MINOR INTERIOR ALTERATIONS,ALTERATION TO EXISTING BLDG,RESIDENTIAL,DETACHED DWELLING,,,,22000,,N,,,1,07,43.55613328,-79.5784444,1621468800000,2021-07-21,,43.5561332793893,-79.5784443956189
13377,HOUSDEMO 21-7257,COMPLETED -ALL INSP SIGNED OFF,6 QUEEN ST S,,DEMOLISH EXISTING (1) STOREY DWELLING WITH REAR RAMP FRAME,DEMOLITION,RESIDENTIAL,DETACHED DWELLING,,,1,35000,1,Y,L5M 1K1,,11,39e,43.58722675,-79.72226884,1625011200000,2021-07-22,1629158400000,43.58722675176613,-79.7222688381477
13390,BP 3NEW 21-7234,COMPLETED -ALL INSP SIGNED OFF,70 MINEOLA RD E,,INTERIOR ALTERATIONS & EXTERIOR STAIRS & RAMPS AT BUILDING ENTRANCE AREA - PORT CREDIT SECONDARY SCHOOL,ALTERATION TO EXISTING BLDG,PUBLIC,SCHOOL - SECONDARY,,,,154000,,N,L5G 2E5,,1,07,43.56266115,-79.58676711,1624924800000,2021-07-26,1678233600000,43.562661153589225,-79.58676711072384
13431,BP 3ALT 21-6913,COMPLETED -ALL INSP SIGNED OFF,6700 MILLCREEK DR,"1,3",INT ALTS- NEW SHIPPING OFFICE  RAMP TO MAIN OFFICE ENTRANCE  NEW DEMISING WALL  EXTERIOR OVER-HEAD DOOR & CURTAIN WALL & (5) RTU'S-LANDLORD WORK,ALTERATION TO EXISTING BLDG,INDUSTRIAL,MULTI-TENANT INDUSTRIAL,,,,350000,,N,L5N 8B3,B,9,46e,43.59326698,-79.7509766,1622764800000,2021-07-27,1637798400000,43.59326698457838,-79.75097659993355
13514,BP 3NEW 21-6925,ISSUED PERMIT,277 MISSISSAUGA VALLEY BLVD,,NEW BARRIER FREE RAMP ALONG WITH BARRIER FREE PARKING SPACES  NEW VESTIBULE  CANOPY & NEW EXTERIOR CONCRETE STAIRS - THORNWOOD P.S.,ALTERATION TO EXISTING BLDG,PUBLIC,SCHOOL - ELEMENTARY,,,,110000,,N,L5A 1Y6,,4,21,43.58942753,-79.62099484,1623024000000,2021-08-05,,43.58942753277709,-79.62099483925815
13560,BP 3ALT 21-7671,ISSUED PERMIT,2177 BURNHAMTHORPE RD W,,REPAIR TO ENTRANCE RAMP OF EXISTING PARKING GARAGE,ALTERATION TO EXISTING BLDG,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,65000,,N,L5L 5P9,,8,25,43.54552949,-79.68531072,1628035200000,2021-08-09,,43.54552949125424,-79.68531072364254
13626,BP 3NEW 21-6168,COMPLETED -ALL INSP SIGNED OFF,1050 COURTNEYPARK DR E,,INSTALLATION OF FRONT & REAR ACCESSIBLE RAMPS  INTERIOR ALTERATION TO ACCESSIBLE WASHROOM & VESTIBULE  UPGRADE TO FIRE ALARM SYSTEM - LANDLORD WORK,ALTERATION TO EXISTING BLDG,INDUSTRIAL,SINGLE TENANT INDUSTRIAL,,,,171000,,N,L5T 2R4,,5,42w,43.65516876,-79.66765005,1619136000000,2021-08-16,1655424000000,43.65516876195104,-79.66765005473778
13633,BP 3ALT 21-7410,COMPLETED -ALL INSP SIGNED OFF,4450 TUCANA CRT,,ALTERATIONS CONCRETE/RESTORATIONS TO UNDERGROUND PARKING GARAGE - ROOF DECK AND ACCESS RAMP,OTHER,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,60000,,N,L5R 3R4,,4,29,43.60160202,-79.64728059,1626393600000,2021-08-17,1699920000000,43.601602021049594,-79.64728059173777
13720,BP 3NEW 21-6993,COMPLETED -ALL INSP SIGNED OFF,11 PETER ST S,N/A,NEW BARRIER FREE RAMP  NEW WASHROOM  INT ALTS  NEW EXT.DOORS  BALCONY REPAIRS  UPGRADING FIRE ALARM SYSTEM & RELOCATE DUCTING,ALTERATION TO EXISTING BLDG,PUBLIC,CHURCH,,,,439000,,N,L5H 2G1,,1,08,43.5485035,-79.58795571,1623283200000,2021-08-25,1684368000000,43.54850350438227,-79.58795570537279
13727,BP 3ALT 21-7894,COMPLETED -ALL INSP SIGNED OFF,1250 MISSISSAUGA VALLEY BLVD,,EAST PEDESTRIAN RAMP REPAIRS,ALTERATION TO EXISTING BLDG,RESIDENTIAL,CONDOMINIUM ROW DWELLING,,,,75000,,N,L5A 3R6,,4,21,43.59918021,-79.62559575,1628812800000,2021-08-26,1704412800000,43.59918021082185,-79.62559574726065
13763,BP 9ALT 21-7999,COMPLETED -ALL INSP SIGNED OFF,1505 BRENTANO BLVD,,NEW ELEVATOR FROM BASEMENT TO GROUND FLOOR,ALTERATION TO EXISTING BLDG,RESIDENTIAL,DETACHED DWELLING,,,,25000,,N,L4X 1A3,,1,12,43.60111638,-79.56639616,1629417600000,2021-08-27,1701302400000,43.6011163761171,-79.56639615997354
13863,BP 3ALT 21-8111,COMPLETED -ALL INSP SIGNED OFF,15 ELIZABETH ST N,,PARKING GARAGE RAMP REPAIR,ALTERATION TO EXISTING BLDG,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,37000,,N,L5G 2Z3,,1,08,43.5541381,-79.58543826,1629936000000,2021-09-09,1665964800000,43.55413810331204,-79.58543825589769
13911,FIRE 21-8345,COMPLETED -ALL INSP SIGNED OFF,100 MILVERTON DR,8TH FL,THREE (3) SINGLE DOORS &  TWO (2) DOUBLE DOORS MAGLOCKS IN ELEVATOR LOBBY &  RECEPTION AREA ON 8TH FLOOR,ELECTROMAG LOCK DEVICE,COMMERCIAL,COMMERCIAL OFFICE - MULTI-USER,,,,25000,,N,L5R 4H1,,5,37e,43.61818704,-79.674515,1631232000000,2021-09-14,1646870400000,43.618187038382075,-79.67451500264457
14025,FIRE 21-7755,ISSUED PERMIT,335 WEBB DR,,INSTALLATION OF SMOKE / HEAT DETECTORS IN ELEVATOR & LOBBY,OTHER,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,98000,,N,L5B 4A1,,7,22,43.58610029,-79.6419067,1628467200000,2021-09-23,,43.5861002933342,-79.64190669704769
14043,FIRE 21-7667,ISSUED PERMIT,2285 THE COLLEGEWAY,,REPLACING EXISTING FIRE ALARM PANEL CONTROL INCLUDING ANNUNCIATORS - ADDITIONAL SMOKE DETECTORS IN ALL ELEVATORS THROUGH ENTIRE BUILDING,OTHER,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,75000,,N,L5L 2M3,,8,25,43.54039198,-79.6827339,1627948800000,2021-09-24,,43.540391977811986,-79.68273389913173
14166,BP 9ALT 21-8033,COMPLETED -ALL INSP SIGNED OFF,4129 SHIPP DR,39,NEW ELEVATOR,ALTERATION TO EXISTING BLDG,RESIDENTIAL,CONDOMINIUM ROW DWELLING,,,,21000,,N,L4Z 0A7,8,4,28,43.59885886,-79.63570037,1629676800000,2021-10-05,1725321600000,43.59885886139616,-79.63570036793998
14205,FIRE 21-8686,COMPLETED -ALL INSP SIGNED OFF,2389 CLIFF RD,,(3) NEW HOLD OPEN DEVICES CONNECTED TO FIRE ALARM PANEL-CLIFTON P.S.,OTHER,PUBLIC,SCHOOL - SECONDARY,,,,12000,,N,L5A 2P1,,7,14,43.5841649,-79.60094254,1632787200000,2021-10-07,1652832000000,43.584164902900646,-79.60094253590718
14334,BP 3NEW 21-6625,COMPLETED -ALL INSP SIGNED OFF,3420 MORNING STAR DR,,PROPOSED EXTERIOR ACCESSIBLE RAMP,OTHER,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,40000,,N,L4T 1X9,,5,48w,43.72003711,-79.64220023,1621468800000,2021-10-19,1652918400000,43.72003711426898,-79.64220023435662
14391,BP 3ALT 21-8264,ISSUED PERMIT,5250 SOLAR DR,29,INTERIOR ALTERATIONS - NEW BARRIER FREE WASHROOM & T-BAR CEILING UNDER MEZZANINE - DYNO TOUCH INC,ALTERATION TO EXISTING BLDG,INDUSTRIAL,MULTI-TENANT INDUSTRIAL,,,,37000,,N,,,5,34w,43.65368102,-79.61247552,1630627200000,2021-10-25,,43.653681018754654,-79.6124755233958
14551,FIRE 21-9259,COMPLETED -ALL INSP SIGNED OFF,2250 HOMELANDS DR,,FIRE ALARM SYSTEM UPGRADE - ADDITION OF SMOKE DETECTORS IN ELEVATOR LOBBY OF EACH FLOOR & REPLACEMENT OF FIRE ALARM CONTROL PANEL,OTHER,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,40000,,N,L5K 1G8,,2,18,43.5268108,-79.66195197,1635724800000,2021-11-10,1671148800000,43.52681080124122,-79.6619519710859
14700,BP 3ALT 21-8162,ISSUED PERMIT,3270 TOMKEN RD,,UPGRADING EXISTING BARRIER FREE WASHROOM ON GRND FLR &CONVERTING EXISTING STORAGE ROOM INTO BARRIER FREE WASHROOM ON 2ND FLOOR,ALTERATION TO EXISTING BLDG,PUBLIC,SCHOOL - ELEMENTARY,,,,37000,,N,L4Y 2Y7,,3,20,43.60510596,-79.60220198,1630281600000,2021-11-19,,43.60510595711681,-79.60220197728745
14796,BP 9ALT 21-9417,COMPLETED -ALL INSP SIGNED OFF,3525 BURGESS CRES,,NEW ELEVATOR,ALTERATION TO EXISTING BLDG,RESIDENTIAL,DETACHED DWELLING,,,,21000,,N,L5L 4Y9,,8,59,43.52685308,-79.69552592,1636416000000,2021-11-29,1649289600000,43.52685308428095,-79.69552591899198
