OBJECTID,BP_NO,STATUS,ADDRESS,UNIT_NO,DESCRIPTION,SCOPE,FILE_TYPE,BLDG_TYPE,APP_DETAIL,APPL_AREA,STOREYS,EST_CON_VALUE,RES_UNITS,DEMO,POSTAL_CODE,BLDG_NO,WARD,ZAREA,LATITUDE,LONGITUDE,APPLICATION_DATE,ISSUE_DATE,COMPLETE_DATE,latitude,longitude
28495,BP 3NEW 25-5757,COMPLETED -ALL INSP SIGNED OFF,927 MEADOW WOOD RD,,NEW ACCESSIBLE RAMP IN FRONT YARD,ALTERATION TO EXISTING BLDG,RESIDENTIAL,RESIDENTIAL - OTHER,,45,,48750,,N,L5J 2S7,,2,03,43.51748986,-79.61804605,1736294400000,2025-02-03,1752451200000,43.517489855193496,-79.61804604597992
28576,BP 3ALT 25-6112,ISSUED PERMIT,1500 GRAZIA CRT,,REPAIRS TO PARKING GARAGE RAMP  MECHANICAL PENTHOUSE  ROOF FRAMING  AND ROOF ANCHORS,OTHER,RESIDENTIAL,APARTMENT (> 6 UNITS),,250,,88790,,N,L4W 4Z9,,3,26,43.62836169,-79.60564854,1737676800000,2025-02-13,,43.62836168877101,-79.60564853944291
28703,BP 9ALT 23-10686,ISSUED PERMIT,137 BRIARHILL DR,,REPLACEMENT PROJECT for BP 9ALT 18-3000 - REVISION TO PERMIT 17-5375 - BASEMENT LAYOUT CHANGES  ADDITION OF VEHICLE LIFT IN GARAGE & MINOR HVAC REVISIONS,OTHER,RESIDENTIAL,DETACHED DWELLING,,,,38480,,N,L5G 2N3,,1,07,43.56842044,-79.59267118,1703116800000,2025-02-26,,43.568420444908014,-79.59267118054083
29084,BP 9ALT 25-6683,COMPLETED -ALL INSP SIGNED OFF,4092 FARNSWORTH CRES,,INTERIOR ALTERATION TO INSTALL A HOME LIFT,ALTERATION TO EXISTING BLDG,RESIDENTIAL,DETACHED DWELLING,,,,30810,,N,L5L 3Z2,,8,58,43.53376235,-79.70736597,1741046400000,2025-03-31,1757548800000,43.53376234784649,-79.70736597433189
29199,BP 9ALT 25-6579,COMPLETED -ALL INSP SIGNED OFF,2297 YORKTOWN CIR,,INSTALL AN ELEVATOR LIFT INSIDE THE HOUSE,ALTERATION TO EXISTING BLDG,RESIDENTIAL,DETACHED DWELLING,,20,,11840,,N,L5M 5Y1,,11,39e,43.57285962,-79.71632926,1740528000000,2025-04-09,1748476800000,43.57285962107403,-79.71632926077504
29658,BP 9ALT 23-9789,ISSUED PERMIT,3091 BONAVENTURE DR,,REVISION TO PERMIT 22-1586 - FINISH BASEMENT  NEW BELOW GRADE STAIRWELL IN REAR YARD & INTERIOR ELEVATOR  REVISED MAIN & 2ND FLOOR LAYOUT & FLATROOF,REVISIONS,RESIDENTIAL,DETACHED DWELLING,,202.88,,114627,,N,L4T 2J4,,5,48w,43.71579257,-79.65461893,1698019200000,2025-05-16,,43.71579256842371,-79.65461892994638
29816,BP 9NEW 25-6429,ISSUED PERMIT,194 INDIAN VALLEY TR,,DEMOLISH EXIST ATTACHED GARAGE & PARTIAL SECOND FL  RECONSTRUCTION OF DEMOLISHED AREAS INCL NEW BELOW GRADE CAR LIFT IN GARAGE,ALTERATION TO EXISTING BLDG,RESIDENTIAL,DETACHED DWELLING,,155.95,2,497208,,N,L5G 2K6,,1,08,43.56012357,-79.59879511,1739491200000,2025-05-30,,43.56012357424885,-79.59879510500984
29822,BP 9ALT 22-5175,COMPLETED -ALL INSP SIGNED OFF,1016 MISSISSAUGA HEIGHTS DR,,ALTERATION TO ADD NEW FRONT PORCH W/ LIFT PLATFORM OF EXISTING SFD,ALTERATION TO EXISTING BLDG,RESIDENTIAL,DETACHED DWELLING,,20.9,,22360,,N,L5C 1A6,,7,16,43.55123025,-79.63103901,1671148800000,2025-06-02,1750982400000,43.55123024575158,-79.6310390126791
29846,BP 3ALT 24-4168,COMPLETED -ALL INSP SIGNED OFF,5105 HURONTARIO ST,,REVISION TO BP 22-3528 - INTERIOR & EXTERIOR ALTERATIONS FOR NEW CORRIDOR & ELEVATOR PENTHOUSE,ALTERATION TO EXISTING BLDG,RESIDENTIAL,APARTMENT (> 6 UNITS),,915,,789880,,N,L4Z 0C9,A,5,36w,43.60911999,-79.65497227,1727136000000,2025-06-03,1768780800000,43.60911999119672,-79.65497227049123
30034,BP 9ALT 25-6970,COMPLETED -ALL INSP SIGNED OFF,2630 MISSISSAUGA RD,,REVISION TO PERMIT 21-6934 - INTERIOR & EXTERIOR ALTERATIONS INCLUDING NEW ELEVATOR,ALTERATION TO EXISTING BLDG,RESIDENTIAL,DETACHED DWELLING,,267.4,,158301,,N,L5H 2L5,,8,17,43.53521618,-79.6503919,1742428800000,2025-06-17,1772064000000,43.53521617651533,-79.65039189842113
30173,BP 9ALT 24-5258,ISSUED PERMIT,505 COMANCHE RD,,ADDITION TO 2ND FLOOR  EXTERIOR AND INTERIOR ALTERATIONS TO ALL FLOORS  NEW REAR DECK  NEW ELEVATOR,ADDITION AND ALTERATION,RESIDENTIAL,DETACHED DWELLING,,18.85,,437077,,N,L5H 3R1,,2,08,43.55417274,-79.60644821,1732665600000,2025-06-26,,43.55417274469783,-79.60644821267567
30314,BP 9ALT 24-3220,ISSUED PERMIT,157 HARBORN TR,,REVISION TO BP 23-10538 - PROPOSE STORAGE SPACE ABOVE BASEMENT RAMP  COVERED ROOF OVER REAR DECK,REVISIONS,RESIDENTIAL,DETACHED DWELLING,,35,,76570,,N,L5B 1A7,,7,15,43.56706448,-79.60643513,1722211200000,2025-07-08,,43.5670644832509,-79.60643513087388
30593,BP 9ALT 25-8774,ISSUED PERMIT,1556 HAMPSHIRE CRES,,INTERIOR ALTERATIONS TO THE BSMT  FIRST & SECOND FLOOR  ADD ELEVATOR TO ACCOMODATE ALL FLOORS,ALTERATION TO EXISTING BLDG,RESIDENTIAL,DETACHED DWELLING,,52.5,,31080,,N,L5G 4S9,,1,08,43.56473418,-79.59784093,1751932800000,2025-07-29,,43.56473418117261,-79.59784092720554
30811,BP 3NEW 25-8511,COMPLETED -ALL INSP SIGNED OFF,2580 SHARON CRES,,NEW FRONT YARD DECK WITH RAMP - ALZHEIMER SOCIETY OF PEEL,ALTERATION TO EXISTING BLDG,RESIDENTIAL,DETACHED DWELLING,,,,48750,,N,L5C 1Y8,,7,16,43.55566075,-79.64214501,1750291200000,2025-08-15,1769731200000,43.55566075088229,-79.64214501220081
30917,FIRE 25-9194,COMPLETED -ALL INSP SIGNED OFF,30 HIGH ST E,,FIRE ALARM SYSTEM UPGRADE (ELEVATOR MODERNIZATION),OTHER,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,100620,,N,L5G 1J8,,1,08,43.55342433,-79.58620577,1753833600000,2025-08-26,1770854400000,43.553424325803036,-79.58620577380879
31676,BP 3ALT 25-9102,ISSUED PERMIT,1330 MISSISSAUGA VALLEY BLVD,,CONCRETE REPAIRS TO EXTERIOR RAMP,ALTERATION TO EXISTING BLDG,RESIDENTIAL,CONDOMINIUM ROW DWELLING,,,,48750,,N,L5A 3T1,,4,21,43.59786544,-79.62750406,1753401600000,2025-10-31,,43.597865438883304,-79.62750405946355
32209,FIRE 25-9479,ISSUED PERMIT,25 PAISLEY BLVD W,,FIRE ALARM PANEL INSTALLATION AND ELEVATOR MODIFICATION,OTHER,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,100620,,N,L5B 1E3,,7,15,43.57578449,-79.61102612,1755475200000,2025-12-18,,43.57578449242425,-79.61102611857234
33001,BP 9ALT 26-312,ISSUED PERMIT,4935 MAXINE PL,,""" CANCELLATION REQUEST SENT TO INSPECTION""  INTERIOR ALTERATIONS TO BASEMENT  FIRST & SECOND FLOOR  INSTALL NEW ELEVATOR",ALTERATION TO EXISTING BLDG,RESIDENTIAL,DETACHED DWELLING,,27.5,,16280,,N,L4Z 4H9,,4,28,43.6107716,-79.64469705,1769558400000,2026-03-16,,43.61077160287879,-79.6446970474285
33056,BP 9ALT 26-816,ISSUED PERMIT,3341 SUNDEW CRT,,NEW ELEVATOR IN EXISTING GARAGE,ALTERATION TO EXISTING BLDG,RESIDENTIAL,DETACHED DWELLING,,,,31720,,N,L5N 5X6,,10,56,43.56417651,-79.75643737,1773014400000,2026-03-20,,43.56417651482653,-79.75643737410985
33351,BP 3NEW 25-9437,ISSUED PERMIT,1111 FORESTWOOD DR,,INTERIOR ALTERATION TO CONVERT STORAGE SPACE TO (12) DWELLING UNITS (8 ON GROUND FLOOR & 4 IN THE BASEMENT) WITH EXTERIOR NEW BARRIER-FREE RAMP,ALTERATION TO EXISTING BLDG,RESIDENTIAL,APARTMENT (> 6 UNITS),,453.9,,1435631,12,N,L5C 1H3,,6,23,43.55884101,-79.647058,1755129600000,2026-04-16,,43.55884100710517,-79.6470580037549
33397,FIRE 26-420,ISSUED PERMIT,120 ACORN PL,,FIRE ALARM SYSTEM UPGRADE FOR ELEVATOR MODERNIZATION,OTHER,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,103610,,N,L4Z 3N5,,4,28,43.60512331,-79.64384331,1770249600000,2026-04-21,,43.6051233130716,-79.64384330735668
33484,BP 9ALT 26-773,ISSUED PERMIT,5248 FORESTWALK CIR,,FINISHED BASEMENT  INSTALL AN ELEVATOR TO ACCOMODATE ALL FLOORS,ALTERATION TO EXISTING BLDG,RESIDENTIAL,DETACHED DWELLING,,33,,19536,,N,L4Z 4A3,,5,36w,43.61705896,-79.65098209,1772668800000,2026-05-04,,43.61705896089999,-79.6509820938688
